segment_id,city,latitude,longitude,elevation_m,slope_percent,pipe_diameter_m,capacity_cumecs,rainfall_mm_hr,flow_velocity_mps,blockage_percent,land_use,flood_risk_score,is_bottleneck
SEG_1,Hyderabad,17.367454011884735,78.52507143064099,89.17930330831159,2.734097330466961,0.8,1.536339177717064,29.293377946911914,2.4654403644373377,29.04460046972835,Residential,52.30594782276763,0
SEG_2,Delhi,28.630807257779605,77.15205844942959,116.53963299862934,3.762747619521856,0.8,2.1454584492042015,49.34472157654941,1.0606056073988444,25.990257265289515,Residential,58.25331758845087,0
SEG_3,Hyderabad,17.373194501864212,78.45912291401982,75.36308289307364,0.713772986868984,1.2,1.3226955581908801,57.24341446884868,0.5265160863320519,69.0112305133198,Slum,68.13149827006262,1
SEG_4,Chennai,13.068246199126717,80.31832308858067,58.67773272351769,3.883737789639811,1.5,8.959051611565066,22.122393785578645,2.6555043892121315,27.531528713821572,Residential,40.41973577065302,0
SEG_5,Pune,18.508541650253992,73.80159662522202,31.552789946547133,1.1605120505144517,1.2,1.438881208548481,99.22830561780323,0.385971302788046,41.372816083151285,Residential,74.46767498359935,1
SEG_6,Bengaluru,12.945877998160002,77.6062522284354,40.84677375028226,2.3882992931823677,0.8,1.6566774914443756,25.010126792889373,2.405711936487496,22.990165334790625,Mixed,49.04234908397111,0
SEG_7,Chennai,13.069515023600182,80.31266588657938,88.6362795234884,1.536779382745676,1.2,1.8204129918203604,72.0528529221223,1.2716932242237051,49.924196747564274,Slum,67.46524063960024,1
SEG_8,Hyderabad,17.412873750915193,78.46567533266936,37.30746861404879,2.4878627658962937,0.6,0.8491802847834276,46.442710250080395,0.3390910168529848,58.28708143885033,Slum,73.36789360429879,1
SEG_9,Ahmedabad,23.01948815181756,72.5593488174718,6.619179612234713,0.9749065779907428,1.0,1.1650989285082258,116.95359596496182,2.6157521962833723,70.80923640260694,Slum,92.0302935218201,1
SEG_10,Delhi,28.65149596755438,77.23500385777898,56.68682752589339,0.5198045125578098,1.5,1.3623072794805147,122.0091954168341,2.518031856440816,23.888597006477973,Mixed,74.79182682095166,1
SEG_11,Bengaluru,12.931959424593831,77.61132447872231,92.4902805909432,2.5696196693057836,1.0,2.727308015530545,88.40656293736794,0.36354781686023796,40.934028484631746,Slum,72.83706262307243,1
SEG_12,Pune,18.473142918568673,73.86364104112637,41.15093782377757,2.3377110411246926,1.5,4.863499720140848,85.66126768570075,2.1888778463576215,14.151926619664899,Residential,58.87636501972602,0
SEG_13,Kolkata,22.52769799098288,88.33897514529137,23.54044803421051,4.190669670307321,1.5,8.936971417409609,36.8790815728433,1.4413364262072756,13.737617488673344,Mixed,41.40036334655106,0
SEG_14,Ahmedabad,23.021650994787038,72.61832802589188,42.2996774156065,0.6371870006829627,0.6,0.21998283867302795,37.60830792442828,0.8698379063548543,22.08431154505025,Residential,59.69262318696253,0
SEG_15,Kolkata,22.60180147659225,88.39607305832564,5.799495011086931,2.3472881313412897,0.6,0.8808653965743977,130.78976526244327,0.9735308344963036,14.765020889910968,Mixed,89.85383088912724,1
SEG_16,Kolkata,22.536829104217293,88.3318764219573,69.18173023199424,1.8768791526553799,0.6,0.6263235344159713,59.500170054176195,2.040760682099471,74.1748824458443,Slum,82.79599237981665,1
SEG_17,Bengaluru,12.934808692995341,77.6397740485049,35.67981664165778,4.3971058056636725,1.2,5.228443299637094,64.58343427785783,2.570664714916634,48.17590398668348,Commercial,63.89740732240573,0
SEG_18,Delhi,28.57448948720912,77.19894527602776,118.34980222271908,1.165043194650602,1.2,1.4099520449158254,79.14471296982471,0.9053998456935648,79.17268660089428,Commercial,78.77769904050933,1
SEG_19,Chennai,13.077030063444603,80.31834231408948,50.8648108811236,3.6923002421652895,0.6,1.1635514660783837,101.31180427851498,2.0395320169772044,82.20973426475459,Slum,99.56820674058183,1
SEG_20,Bengaluru,12.95259589052019,77.56202410475656,86.78219623037205,3.661804603014748,1.2,5.919396522109049,47.898628640798634,2.027344345256165,56.27044404652956,Slum,60.59638254778618,0
SEG_21,Ahmedabad,23.073672998873676,72.5437520944146,44.222630370779726,0.599283493458592,0.8,0.3562987997757701,125.59744736546864,2.3430555005030396,27.208032463978494,Residential,85.78162379308878,1
SEG_22,Mumbai,19.0729650578356,72.84418522909004,15.70681829767841,4.047749334994638,1.5,11.30522580807544,50.1931373346207,0.9971783814804547,73.51968064850243,Commercial,64.01633986141877,0
SEG_23,Delhi,28.64466611422383,77.23563242918782,51.51843461905186,4.006188434548223,1.2,4.857827075945002,45.8605942551382,2.546385471317698,68.35359828127744,Commercial,63.456359208499364,0
SEG_24,Chennai,13.030919705161663,80.2301471542866,81.30270344742642,0.12227096892336223,0.8,0.08160320462428108,91.74786287779958,2.7861436565270514,12.037010107093815,Industrial,69.4545143940195,1
SEG_25,Chennai,13.031807536361551,80.26938937151834,25.564611560452814,1.7124626521645838,1.0,1.9330388805548016,110.92937653367545,0.5341869195702311,55.224369168268844,Commercial,85.13572313944238,1
SEG_26,Mumbai,19.046520236768174,72.84439896433791,116.89621379653124,1.829629988533746,1.0,1.8610944698209817,76.01254523114811,1.9127584050764121,31.756962386523988,Mixed,65.85703504857898,1
SEG_27,Hyderabad,17.41641675650719,78.45301852682415,62.40723868674652,2.616818476520406,0.6,0.7741822892410135,179.12808172757457,1.4748612849773575,50.375818798821726,Commercial,100.0,1
SEG_28,Delhi,28.648349402226625,77.22477187738974,114.60326240775461,1.5553013405502605,1.5,3.80089056303972,176.8530533945673,0.4883656400153205,51.813336060795,Commercial,100.0,1
SEG_29,Hyderabad,17.349091103115033,78.45684748568902,60.807185541776306,1.7398222152138172,0.8,1.411986693537763,131.36476746799568,1.7251529252234123,8.88705975083074,Industrial,82.13281320676563,1
SEG_30,Mumbai,19.08150072266992,72.91900538501044,21.109661752200264,2.380650470400442,0.8,1.4646148420010734,155.78716718794792,0.6415533286050721,73.99010483005652,Slum,100.0,1
SEG_31,Hyderabad,17.38528199769079,78.45965101436478,53.274798491321796,1.2273105518156155,1.5,2.3218180666615655,20.829578043837884,1.86973603737159,45.685067443162325,Slum,45.811775965519615,0
SEG_32,Ahmedabad,22.987094091699994,72.56967838272139,10.838381069530648,4.001115455382903,1.2,6.276880806196714,90.15585968289392,1.9800653382379985,53.04839671111026,Commercial,74.36890258403851,1
SEG_33,Hyderabad,17.345504161672775,78.52818408883105,101.47735273797679,3.8857803205713717,0.6,1.1452275665576779,151.61608970554533,1.2004766035281573,10.08242050607539,Residential,95.50749050067778,1
SEG_34,Delhi,28.61222432600548,77.22699935530986,29.819418162136966,2.8407180936036016,1.2,4.994711376612509,51.10080543917968,1.3283847626416965,73.47317159219565,Commercial,67.00112566733104,1
SEG_35,Kolkata,22.53383530924178,88.3232745422243,116.49673971812828,3.2442184583917895,1.0,3.88525363217691,63.333160201931875,1.3974285517640903,8.138255253690637,Mixed,54.12144987802458,0
SEG_36,Kolkata,22.522535074341548,88.40626484146779,101.13771385890367,3.1622865068122716,1.5,5.899143636853737,166.43419642023687,1.4058805743277611,14.591494366296129,Mixed,87.15507408094989,1
SEG_37,Ahmedabad,22.98938732900813,72.54828659971074,112.48060969406662,2.908390612910742,1.5,7.649457127279809,108.6966484018241,1.8293018655858806,58.078003433528444,Slum,80.03096937876035,1
